name,interface_number,shift_number,swap_number,material_lower,material_lower_primitive_cell,material_lower_percent,material_lower_bulk_n,material_lower_bulk_E_dft,material_lower_bulk_E_mlp,material_lower_termination_min_layer_loc,material_lower_termination_max_layer_loc,material_lower_termination_n_atoms,material_lower_miller_hkl,material_lower_miller_h,material_lower_miller_k,material_lower_miller_l,material_upper,material_upper_primitive_cell,material_upper_bulk_n,material_upper_bulk_E_dft,material_upper_bulk_E_mlp,material_upper_termination_min_layer_loc,material_upper_termination_max_layer_loc,material_upper_termination_n_atoms,material_upper_miller_hkl,material_upper_miller_h,material_upper_miller_k,material_upper_miller_l,material_shift_a,material_shift_b,material_shift_c,material_vector_mismatch_%,material_angle_mismatch_°,material_area_mismatch_%,interface_atoms_n,interface_electron_n,interface_E_dft@dft,interface_E_dft@mlp,interface_E_bulk_form_dft,interface_E_form_delta_dft@dft,interface_E_form_delta_dft@mlp,interface_compute_nodes_dft,interface_compute_time_seconds,interface_compute_time_per_electron_dft,interface_E_mlp@mlp,interface_E_mlp@dft,interface_E_bulk_form_mlp,interface_E_form_delta_mlp@mlp,interface_E_form_delta_mlp@dft,interface_compute_nodes_mlp,interface_compute_time_seconds_mlp,interface_compute_time_per_electron_mlp,mlp_n_times_faster,dft_mlp_rank_distance,fill_colour,is_shift,is_swap,is_valid,is_comparable_dft@dft_mlp@mlp,dft@dft_vs_mlp@mlp_rank_dft,dft@dft_vs_mlp@mlp_rank_mlp,dft@dft_vs_mlp@mlp_rank_distance,dft@dft_vs_mlp@mlp_line_colour,is_comparable_dft@dft_dft@mlp,dft@dft_vs_dft@mlp_rank_dft,dft@dft_vs_dft@mlp_rank_mlp,dft@dft_vs_dft@mlp_rank_distance,dft@dft_vs_dft@mlp_line_colour,is_comparable_mlp@dft_mlp@mlp,mlp@dft_vs_mlp@mlp_rank_dft,mlp@dft_vs_mlp@mlp_rank_mlp,mlp@dft_vs_mlp@mlp_rank_distance,mlp@dft_vs_mlp@mlp_line_colour,is_broken
120_Ge48Si72_001_011_a0.898734_b0.138365_c2.1_interface7shift5swap5,7,5,5,Ge,False,6.666666666666667,8,-35.08485951,-38.831661,-0.03888,0.03888,8,001,0,0,1,Si,False,8,-42.60220066,-45.400925,-0.02864,0.02864,12,011,0,1,1,0.898734,0.138365,2.1,4.008624077,0.0,2.267128229,120,480,,,,,,4,,,,,,,,1,,,,,,True,True,False,False,,,,,False,,,,,False,,,,,
336_Ge192Sn144_011_011_a0.087179_b0.410256_c2.065574_interface2shift1,2,1,1,Ge,False,2.380952380952381,8,-35.08485951,-38.831661,-0.0275,0.0275,32,011,0,1,1,Sn,False,8,-29.90800429,-34.349418,-0.02397,0.02397,24,011,0,1,1,0.087179,0.410256,2.065574,0.671433747,0.0,1.338356733,336,1344,,,,,,4,,,,,,,,1,,,,,,True,False,False,False,,,,,False,,,,,False,,,,,
380_C308Si72_111_111_a0.19697_b0.022727_c2.188944_interface6shift2,6,2,2,C,False,2.1052631578947367,8,-69.80589084,-74.136955,0.15625,0.17708,28,111,1,1,1,Si,False,8,-42.60220066,-45.400925,0.29825,0.36841,12,111,1,1,1,0.19697,0.022727,2.188944,0.31893608,0.0,0.636863708,380,1520,,,,,,4,,,,,,,,1,,,,,,True,False,False,False,,,,,False,,,,,False,,,,,
156_Si72Ge84_112_001_a0.0_b0.0_c0.0_interface16shift1,16,1,1,Si,False,5.128205128205128,8,-42.60220066,-45.400925,-0.04167,0.04167,12,112,1,1,2,Ge,False,8,-35.08485951,-38.831661,-0.03888,0.03888,14,001,0,0,1,0.0,0.0,0.0,4.176025867,0.380735219,3.380048275,156,624,257.43281699,-26.468339,-4.855441260625,2.148204340769231,,4,,10.26923076923077,,,,,,1,,,,,,False,False,False,False,,,,,False,,,,,False,,,,,
96_Ge96_112_112_a0.428571_b0.301587_c1.192483_interface2shift2swap1,2,2,2,Ge,False,8.333333333333332,8,-35.08485951,-38.831661,0.125,0.20833,8,112,1,1,2,Ge,False,8,-35.08485951,-38.831661,0.125,0.20833,8,112,1,1,2,0.428571,0.301587,1.192483,0.0,0.0,0.0,96,384,-1191.97764564,,-4.38560743875,-11.685499235624997,,4,,7.09375,-119.176548,,-4.853957625,-0.4324294375,,1,,5.205729166666667,1.362681340670335,,"(0.4117647058823529, 0.16470588235294117, 0.8313725490196079)",True,True,True,True,,,,,False,,,,,False,,,,,True
380_C308Si72_111_111_a0.143939_b0.045455_c2.188944_interface8shift5,8,5,5,C,False,2.1052631578947367,8,-69.80589084,-74.136955,0.15625,0.17708,28,111,1,1,1,Si,False,8,-42.60220066,-45.400925,-0.03508,0.03508,12,111,1,1,1,0.143939,0.045455,2.188944,0.31893608,0.0,0.636863708,380,1520,,,,,,4,,,,,,,,1,,,,,,True,False,False,False,,,,,False,,,,,False,,,,,
48_Sn48_114_114_a0.0_b0.0_c0.0_interface1shift1swap1,1,1,1,Sn,False,16.666666666666664,8,-29.90800429,-34.349418,-0.04167,0.04167,4,114,1,1,4,Sn,False,8,-29.90800429,-34.349418,-0.04167,0.04167,4,114,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,48,192,-544.16757393,,-3.73850053625,-10.090657611458333,,4,,5.854166666666667,-34.801001,,-4.29367725,0.7062048958333333,,1,,4.557291666666667,1.2845714285714285,,"(0.32941176470588235, 0.32941176470588235, 0.6666666666666666)",False,True,True,True,,,,,False,,,,,False,,,,,True
120_Si36C84_012_012_a0.863636_b0.117284_c1.680068_interface9shift3,9,3,3,Si,False,6.666666666666667,8,-42.60220066,-45.400925,-0.04167,0.04167,6,012,0,1,2,C,False,8,-69.80589084,-74.136955,-0.04167,0.04167,14,012,0,1,2,0.863636,0.117284,1.680068,0.319951773,6.83e-06,0.640940666,120,480,-790.55820016,-841.429598,-7.025505718750001,-5.6512509055,-6.015764316666667,4,,8.675,-921.053528,,-7.4711175,-6.679297066666667,,1,,6.004166666666666,1.4448299791811243,,"(0.43137254901960786, 0.13333333333333333, 0.8666666666666667)",True,False,True,True,58,49,9,"(0.15294117647058825, 0.8431372549019608, 0.0)",True,58,56,2,"(0.03137254901960784, 0.9647058823529412, 0.0)",False,,,,,False
380_Si72C308_111_111_a0.045455_b0.068182_c2.163935_interface4shift3,4,3,3,Si,False,2.1052631578947367,8,-42.60220066,-45.400925,0.29825,0.36841,12,111,1,1,1,C,False,8,-69.80589084,-74.136955,0.19792,0.21875,28,111,1,1,1,0.045455,0.068182,2.163935,0.319956511,0.0,0.640952587,380,1520,,,,,,4,,,,,,,,1,,,,,,True,False,False,False,,,,,False,,,,,False,,,,,
228_Ge108Si120_001_001_a0.911243_b0.088757_c2.0_interface1shift5,1,5,5,Ge,False,3.508771929824561,8,-35.08485951,-38.831661,-0.03888,0.03888,18,001,0,0,1,Si,False,8,-42.60220066,-45.400925,-0.04051,0.04051,20,001,0,0,1,0.911243,0.088757,2.0,1.183802485,0.0,2.38161087,228,912,-1063.58201302,-1155.702443,-4.855441260625,-4.324100670394737,-4.6994291973684215,4,,14.469298245614034,-1185.191801,,-5.264536625,-4.8287684868421055,,1,,2.0076754385964914,7.206990715456033,,"(0.4627450980392157, 0.06666666666666667, 0.9294117647058824)",True,False,True,True,85,101,16,"(0.1568627450980392, 0.8392156862745098, 0.0)",True,85,78,7,"(0.08235294117647059, 0.9176470588235294, 0.0)",False,,,,,False
336_Ge192Sn144_011_011_a0.507692_b0.010256_c2.163935_interface4shift6,4,6,6,Ge,False,2.380952380952381,8,-35.08485951,-38.831661,-0.0275,0.0275,32,011,0,1,1,Sn,False,8,-29.90800429,-34.349418,-0.02397,0.02397,24,011,0,1,1,0.507692,0.010256,2.163935,0.671433747,0.0,1.338356733,336,1344,,,,,,4,,,,,,,,1,,,,,,True,False,False,False,,,,,False,,,,,False,,,,,
96_Si48Sn48_112_111_a0.860215_b0.150327_c1.480958_interface2shift4,2,4,4,Si,False,8.333333333333332,8,-42.60220066,-45.400925,-0.04167,0.04167,8,112,1,1,2,Sn,False,8,-29.90800429,-34.349418,-0.02936,0.02936,8,111,1,1,1,0.860215,0.150327,1.480958,3.476550341,0.0,0.950312614,96,384,,,,,,4,,,-474.500942,,-4.9843964375,-4.11198540625,,1,,9.143229166666666,,,,True,False,False,False,,,,,False,,,,,False,,,,,False
96_Ge96_133_133_a0.0_b0.0_c0.0_interface1shift1,1,1,1,Ge,False,8.333333333333332,8,-35.08485951,-38.831661,0.13542,0.23958,8,133,1,3,3,Ge,False,8,-35.08485951,-38.831661,0.13542,0.23958,8,133,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,96,384,1203.72342016,602.474725,-4.38560743875,13.269720199791669,7.084771322916666,4,,12.135416666666666,-455.322419,,-4.853957625,-3.9339489270833337,,1,,1.9739583333333333,6.147757255936676,,"(0.4117647058823529, 0.16470588235294117, 0.8313725490196079)",False,False,False,True,729,603,126,"(0.17254901960784313, 0.8235294117647058, 0.0)",True,652,629,23,"(0.03137254901960784, 0.9647058823529412, 0.0)",False,,,,,False
